PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B
CHEBI:135806	chemical-affects	CACNB2
CHEBI:135806	chemical-affects	CACNB3
CHEBI:135806	chemical-affects	CACNB4
CHEBI:135810	chemical-affects	EDNRA
CHEBI:135811	chemical-affects	CACNA1S
CHEBI:135820	chemical-affects	NR3C1
CHEBI:135821	chemical-affects	ALOX5
CHEBI:135821	chemical-affects	DGKA
CHEBI:135821	chemical-affects	NR1I2
CHEBI:135821	chemical-affects	PPP2CA
CHEBI:135821	chemical-affects	PPP2CB
CHEBI:135821	chemical-affects	PRKCA
CHEBI:135821	chemical-affects	PRKCB
CHEBI:135821	chemical-affects	SEC14L2
CHEBI:135821	chemical-affects	SEC14L3
CHEBI:135821	chemical-affects	SEC14L4
CHEBI:135841	chemical-affects	PTGS1
CHEBI:135841	chemical-affects	PTGS2
CHEBI:135845	chemical-affects	CHRM2
CHEBI:135847	chemical-affects	ABCB5
CHEBI:135847	chemical-affects	ABCC1
CHEBI:135847	chemical-affects	ABCG2
CHEBI:135849	chemical-affects	CACNA1C
CHEBI:135849	chemical-affects	CACNA1D
CHEBI:135849	chemical-affects	CACNA1F
CHEBI:135849	chemical-affects	CACNA1G
CHEBI:135849	chemical-affects	CACNA1H
CHEBI:135849	chemical-affects	CACNA1I
CHEBI:135849	chemical-affects	CACNA1S
CHEBI:135849	chemical-affects	CACNB1
CHEBI:135849	chemical-affects	CACNB2
CHEBI:135849	chemical-affects	CACNB3
CHEBI:135849	chemical-affects	CACNB4
CHEBI:135859	chemical-affects	CACNA1C
CHEBI:135859	chemical-affects	CACNA1I
CHEBI:135876	chemical-affects	TOP2A
CHEBI:135883	chemical-affects	GSTP1
CHEBI:135888	chemical-affects	FKBP1A
CHEBI:135888	chemical-affects	MTOR
CHEBI:135899	chemical-affects	AVPR1A
CHEBI:135899	chemical-affects	AVPR1B
CHEBI:135899	chemical-affects	AVPR2
CHEBI:135899	chemical-affects	OXTR
CHEBI:135901	chemical-affects	SSTR2
CHEBI:135901	chemical-affects	SSTR5
CHEBI:135905	chemical-affects	AVPR1A
CHEBI:135905	chemical-affects	AVPR1B
CHEBI:135905	chemical-affects	AVPR2
CHEBI:135906	chemical-affects	NOD2
CHEBI:135906	chemical-affects	TLR4
CHEBI:135910	chemical-affects	GNRHR
CHEBI:135913	chemical-affects	SCTR
CHEBI:135919	chemical-affects	NPR1
CHEBI:135919	chemical-affects	NPR2
CHEBI:135919	chemical-affects	NPR3
CHEBI:135920	chemical-affects	CHRM1
CHEBI:135920	chemical-affects	CHRM2
CHEBI:135920	chemical-affects	CHRM3
CHEBI:135920	chemical-affects	CHRM4
CHEBI:135920	chemical-affects	CHRM5
CHEBI:135922	chemical-affects	CALCR
CHEBI:135922	chemical-affects	RAMP1
CHEBI:135922	chemical-affects	RAMP2
CHEBI:135922	chemical-affects	RAMP3
CHEBI:135923	chemical-affects	GLA
CHEBI:135925	chemical-affects	TAAR1
CHEBI:135926	chemical-affects	PDE5A
CHEBI:135927	chemical-affects	DRD1
CHEBI:135927	chemical-affects	DRD2
CHEBI:135927	chemical-affects	DRD3
CHEBI:135927	chemical-affects	DRD4
CHEBI:135927	chemical-affects	DRD5
CHEBI:135929	chemical-affects	ADRA1A
CHEBI:135929	chemical-affects	ADRA1B
CHEBI:135929	chemical-affects	ADRA1D
CHEBI:135930	chemical-affects	CACNG1
CHEBI:135931	chemical-affects	ATP4A
CHEBI:135931	chemical-affects	ATP4B
CHEBI:135931	chemical-affects	DDAH1
CHEBI:135935	chemical-affects	HTR3A
CHEBI:135935	chemical-affects	OPRD1
CHEBI:135935	chemical-affects	OPRK1
CHEBI:135935	chemical-affects	OPRM1
CHEBI:135935	chemical-affects	SLC6A2
CHEBI:135935	chemical-affects	SLC6A4
CHEBI:135937	chemical-affects	AR
CHEBI:135937	chemical-affects	ESR1
CHEBI:135937	chemical-affects	ESR2
CHEBI:135937	chemical-affects	PGR
CHEBI:135938	chemical-affects	CNR2
CHEBI:135938	chemical-affects	ESR1
CHEBI:135938	chemical-affects	ESR2
CHEBI:135939	chemical-affects	SCN10A
CHEBI:135939	chemical-affects	SCN3A
CHEBI:135939	chemical-affects	SCN9A
CHEBI:135947	chemical-affects	ESR1
CHEBI:135947	chemical-affects	ESR2
CHEBI:135948	chemical-affects	KCNA1
CHEBI:135949	chemical-affects	EDNRA
CHEBI:135949	chemical-affects	EDNRB
CHEBI:135952	chemical-affects	TRPV1
CHEBI:135954	chemical-affects	HRH1
CHEBI:135956	chemical-affects	KCNA5
CHEBI:135956	chemical-affects	KCND3
CHEBI:135956	chemical-affects	KCNH2
CHEBI:135956	chemical-affects	SCN5A
CHEBI:135957	chemical-affects	PPP3R1
CHEBI:135957	chemical-affects	PPP3R2
CHEBI:135961	chemical-affects	GNRHR
CHEBI:135962	chemical-affects	HTR1A
CHEBI:135962	chemical-affects	HTR1B
CHEBI:135962	chemical-affects	HTR2C
CHEBI:135967	chemical-affects	CYP3A4
CHEBI:135967	chemical-affects	TACR1
CHEBI:135973	chemical-affects	ACTN1
CHEBI:135976	chemical-affects	PTGS1
CHEBI:135976	chemical-affects	PTGS2
CHEBI:135981	chemical-affects	BECN1
CHEBI:135981	chemical-affects	CHRNA4
CHEBI:135981	chemical-affects	ESR1
CHEBI:135981	chemical-affects	ESR2
CHEBI:135981	chemical-affects	ESRRG
CHEBI:135981	chemical-affects	GPER1
CHEBI:135981	chemical-affects	HSD17B2
CHEBI:135981	chemical-affects	MT-ATP6
CHEBI:135981	chemical-affects	NCOA2
CHEBI:135981	chemical-affects	NR1I2
CHEBI:135983	chemical-affects	PTH1R
CHEBI:136007	chemical-affects	OPRK1
CHEBI:136007	chemical-affects	OPRM1
CHEBI:136010	chemical-affects	NOS2
CHEBI:136010	chemical-affects	PTGS2
CHEBI:136018	chemical-affects	ALOX5
CHEBI:136018	chemical-affects	LTB4R
CHEBI:136018	chemical-affects	PTGS2
CHEBI:136018	chemical-affects	TBXA2R
CHEBI:136033	chemical-affects	MC2R
CHEBI:136034	chemical-affects	MC1R
CHEBI:136040	chemical-affects	SLC6A2
CHEBI:136040	chemical-affects	SLC6A4
CHEBI:136044	chemical-affects	AGTR1
CHEBI:136045	chemical-affects	GLP1R
CHEBI:136046	chemical-affects	ROCK1
CHEBI:136046	chemical-affects	ROCK2
CHEBI:136051	chemical-affects	MPL
CHEBI:136052	chemical-affects	PPARG
CHEBI:137045	chemical-affects	CASP1
CHEBI:137236	chemical-affects	ACAN
CHEBI:137236	chemical-affects	ADAM28
CHEBI:138033	chemical-affects	CACNA1A
CHEBI:138033	chemical-affects	HTR1A
CHEBI:138033	chemical-affects	HTR2A
CHEBI:138033	chemical-affects	HTR2C
CHEBI:138488	chemical-affects	CDK1
CHEBI:138488	chemical-affects	CDK5
CHEBI:138488	chemical-affects	GSK3B
CHEBI:138683	chemical-affects	CCL5
CHEBI:138828	chemical-affects	BDKRB2
CHEBI:138865	chemical-affects	CCR5
CHEBI:138865	chemical-affects	CXCR4
CHEBI:1391	chemical-affects	HTR2A
CHEBI:1391	chemical-affects	HTR2B
CHEBI:1391	chemical-affects	HTR2C
CHEBI:1391	chemical-affects	SLC18A2
CHEBI:1391	chemical-affects	SLC6A2
CHEBI:1391	chemical-affects	SLC6A3
CHEBI:1391	chemical-affects	SLC6A4
CHEBI:140420	chemical-affects	F10
CHEBI:140421	chemical-affects	F10
CHEBI:140478	chemical-affects	TACR3
CHEBI:140618	chemical-affects	PTGER3
CHEBI:140618	chemical-affects	PTGER4
CHEBI:140621	chemical-affects	CHRNA2
CHEBI:140907	chemical-affects	HTR2A
CHEBI:141346	chemical-affects	ADRB3
CHEBI:141473	chemical-affects	GSTM2
CHEBI:141517	chemical-affects	LPL
CHEBI:141552	chemical-affects	AGTR1
CHEBI:141969	chemical-affects	FNTB
CHEBI:142290	chemical-affects	PDE3A
CHEBI:142437	chemical-affects	F2
CHEBI:143117	chemical-affects	ALK
CHEBI:143120	chemical-affects	TGFBR1
CHEBI:144421	chemical-affects	TFRC
CHEBI:144434	chemical-affects	TFRC
CHEBI:149226	chemical-affects	ADRB1
CHEBI:149226	chemical-affects	ADRB2
CHEBI:149226	chemical-affects	ADRB3
CHEBI:15344	chemical-affects	FAH
CHEBI:15345	chemical-affects	ACADS
CHEBI:15345	chemical-affects	ECHS1
CHEBI:15345	chemical-affects	HADH
CHEBI:15346	chemical-affects	ACAT2
CHEBI:15346	chemical-affects	CRAT
CHEBI:15346	chemical-affects	CS
CHEBI:15346	chemical-affects	DBI
CHEBI:15346	chemical-affects	HMGCR
CHEBI:15346	chemical-affects	KAT2A
CHEBI:15346	chemical-affects	KAT2B
CHEBI:15346	chemical-affects	KAT5
CHEBI:15354	chemical-affects	ACHE
CHEBI:15354	chemical-affects	BCHE
CHEBI:15354	chemical-affects	CHRNA7
CHEBI:15354	chemical-affects	PCYT1A
CHEBI:15354	chemical-affects	PCYT1B
CHEBI:15354	chemical-affects	PHOSPHO1
CHEBI:15354	chemical-affects	PLD1
CHEBI:15354	chemical-affects	PLD2
CHEBI:15355	chemical-affects	ACHE
CHEBI:15355	chemical-affects	CHRM1
CHEBI:15355	chemical-affects	CHRM2
CHEBI:15355	chemical-affects	CHRM3
CHEBI:15355	chemical-affects	CHRM4
CHEBI:15355	chemical-affects	CHRNA7
CHEBI:15365	chemical-affects	AKR1C1
CHEBI:15365	chemical-affects	CASP1
CHEBI:15365	chemical-affects	CASP3
CHEBI:15365	chemical-affects	CCND1
CHEBI:15365	chemical-affects	EDNRA
CHEBI:15365	chemical-affects	HSPA5
CHEBI:15365	chemical-affects	IKBKB
CHEBI:15365	chemical-affects	MYC
CHEBI:15365	chemical-affects	NFKBIA
CHEBI:15365	chemical-affects	PCNA
CHEBI:15365	chemical-affects	PRKAA1
CHEBI:15365	chemical-affects	PRKAA2
CHEBI:15365	chemical-affects	PRKAB1
CHEBI:15365	chemical-affects	PRKAB2
CHEBI:15365	chemical-affects	PRKAG1
CHEBI:15365	chemical-affects	PRKAG2
CHEBI:15365	chemical-affects	PRKAG3
CHEBI:15365	chemical-affects	PTGS1
CHEBI:15365	chemical-affects	PTGS2
CHEBI:15365	chemical-affects	RPS6KA3
CHEBI:15365	chemical-affects	TNFAIP6
CHEBI:15365	chemical-affects	TP53
CHEBI:15367	chemical-affects	ALDH1A1
CHEBI:15367	chemical-affects	ALDH1A2
CHEBI:15367	chemical-affects	CYP26A1
CHEBI:15367	chemical-affects	CYP26B1
CHEBI:15367	chemical-affects	CYP26C1
CHEBI:15367	chemical-affects	GPRC5A
CHEBI:15367	chemical-affects	HPGDS
CHEBI:15367	chemical-affects	LCN1
CHEBI:15367	chemical-affects	NR0B1
CHEBI:15367	chemical-affects	OBP2A
CHEBI:15367	chemical-affects	PDK4
CHEBI:15367	chemical-affects	RARA
CHEBI:15367	chemical-affects	RARB
CHEBI:15367	chemical-affects	RARG
CHEBI:15367	chemical-affects	RARRES1
CHEBI:15367	chemical-affects	RBP4
CHEBI:15367	chemical-affects	RXRA
CHEBI:15367	chemical-affects	RXRB
CHEBI:15367	chemical-affects	RXRG
CHEBI:15375	chemical-affects	NOS2
CHEBI:15375	chemical-affects	PAH
CHEBI:15375	chemical-affects	PCBD1
CHEBI:15375	chemical-affects	TH
CHEBI:15397	chemical-affects	TRPA1
CHEBI:15397	chemical-affects	TRPM8
CHEBI:15397	chemical-affects	TRPV1
CHEBI:15397	chemical-affects	TRPV3
CHEBI:15407	chemical-affects	ACHE
CHEBI:15407	chemical-affects	ADRA1A
CHEBI:15407	chemical-affects	SLC18A2
CHEBI:15407	chemical-affects	SLC6A2
CHEBI:15409	chemical-affects	CACNA1C
CHEBI:15409	chemical-affects	CACNA1D
CHEBI:15409	chemical-affects	CACNA1F
CHEBI:15409	chemical-affects	CACNA1S
CHEBI:15409	chemical-affects	CACNB1
CHEBI:15409	chemical-affects	CACNB2
CHEBI:15409	chemical-affects	CACNB3
CHEBI:15409	chemical-affects	CACNB4
CHEBI:15409	chemical-affects	OPRK1
CHEBI:15409	chemical-affects	TRPA1
CHEBI:15409	chemical-affects	TRPM8
CHEBI:15409	chemical-affects	TRPV3
CHEBI:15414	chemical-affects	AMD1
CHEBI:15414	chemical-affects	AS3MT
CHEBI:15414	chemical-affects	CBS
CHEBI:15414	chemical-affects	CMTR1
CHEBI:15414	chemical-affects	COMT
CHEBI:15414	chemical-affects	GNMT
CHEBI:15414	chemical-affects	MAT1A
CHEBI:15414	chemical-affects	MAT2A
CHEBI:15422	chemical-affects	ABCA1
CHEBI:15422	chemical-affects	ABCB11
CHEBI:15422	chemical-affects	ABCB1
CHEBI:15422	chemical-affects	ABCC1
CHEBI:15422	chemical-affects	ABCC2
CHEBI:15422	chemical-affects	ABCC4
CHEBI:15422	chemical-affects	ABCC6
CHEBI:15422	chemical-affects	ABCC8
CHEBI:15422	chemical-affects	ABCC9
CHEBI:15422	chemical-affects	ABCG1
CHEBI:15422	chemical-affects	ABL1
CHEBI:15422	chemical-affects	ABL2
CHEBI:15422	chemical-affects	ACSL1
CHEBI:15422	chemical-affects	ACSS1
CHEBI:15422	chemical-affects	ACSS2
CHEBI:15422	chemical-affects	ACVR1B
CHEBI:15422	chemical-affects	ACVR1
CHEBI:15422	chemical-affects	ACVRL1
CHEBI:15422	chemical-affects	ADCY1
CHEBI:15422	chemical-affects	AFG3L2
CHEBI:15422	chemical-affects	AKT1
CHEBI:15422	chemical-affects	ALK
CHEBI:15422	chemical-affects	AMHR2
CHEBI:15422	chemical-affects	APAF1
CHEBI:15422	chemical-affects	ARAF
CHEBI:15422	chemical-affects	ASNA1
CHEBI:15422	chemical-affects	ASNS
CHEBI:15422	chemical-affects	ASS1
CHEBI:15422	chemical-affects	CDK15
CHEBI:15422	chemical-affects	CFTR
CHEBI:15422	chemical-affects	CSNK2A1
CHEBI:15422	chemical-affects	CSNK2B
CHEBI:15422	chemical-affects	GRK2
CHEBI:15422	chemical-affects	GRK3
CHEBI:15422	chemical-affects	NAE1
CHEBI:15422	chemical-affects	NT5C2
CHEBI:15422	chemical-affects	P2RY11
CHEBI:15422	chemical-affects	PIK3CA
CHEBI:15422	chemical-affects	PPP5C
CHEBI:15422	chemical-affects	PRKAA1
CHEBI:15422	chemical-affects	SLC25A4
CHEBI:15422	chemical-affects	TNK2
CHEBI:15428	chemical-affects	AGXT2
CHEBI:15428	chemical-affects	AGXT
CHEBI:15428	chemical-affects	ALAS1
CHEBI:15428	chemical-affects	ALAS2
CHEBI:15428	chemical-affects	BAAT
CHEBI:15428	chemical-affects	GARS
CHEBI:15428	chemical-affects	GATM
CHEBI:15428	chemical-affects	GCAT
CHEBI:15428	chemical-affects	GCSH
CHEBI:15428	chemical-affects	GLDC
CHEBI:15428	chemical-affects	GLRA1
CHEBI:15428	chemical-affects	GLRA2
CHEBI:15428	chemical-affects	GLRA3
CHEBI:15428	chemical-affects	GLRB
CHEBI:15428	chemical-affects	GLYATL1
CHEBI:15428	chemical-affects	GLYATL2
CHEBI:15428	chemical-affects	GLYAT
CHEBI:15428	chemical-affects	GNMT
CHEBI:15428	chemical-affects	GPR18
CHEBI:15428	chemical-affects	GRIN2A
CHEBI:15428	chemical-affects	GRIN2C
CHEBI:15428	chemical-affects	GRIN3B
CHEBI:15428	chemical-affects	GSS
CHEBI:15428	chemical-affects	PIPOX
CHEBI:15428	chemical-affects	SHMT1
CHEBI:15428	chemical-affects	SHMT2
CHEBI:15428	chemical-affects	SLC32A1
CHEBI:15428	chemical-affects	SLC36A1
CHEBI:15428	chemical-affects	SLC6A5
CHEBI:15428	chemical-affects	SLC6A9
CHEBI:15430	chemical-affects	FTL
CHEBI:15532	chemical-affects	NMT2
CHEBI:15533	chemical-affects	ACADM
CHEBI:15533	chemical-affects	ECHS1
CHEBI:15533	chemical-affects	ECI1
CHEBI:15544	chemical-affects	PTGDR2
CHEBI:15544	chemical-affects	PTGER1
CHEBI:15544	chemical-affects	PTGER2
CHEBI:15551	chemical-affects	PTGDR2
CHEBI:15551	chemical-affects	PTGER1
CHEBI:15551	chemical-affects	PTGER2
CHEBI:15551	chemical-affects	PTGER3
CHEBI:15551	chemical-affects	PTGER4
CHEBI:15552	chemical-affects	P2RY12
CHEBI:15552	chemical-affects	PTGIR
CHEBI:15552	chemical-affects	PTGIS
CHEBI:15553	chemical-affects	PTGDR2
CHEBI:15555	chemical-affects	AKR1C3
CHEBI:15555	chemical-affects	PTGDR2
CHEBI:15603	chemical-affects	BCAT1
CHEBI:15603	chemical-affects	BCAT2
CHEBI:15603	chemical-affects	LARS2
CHEBI:15603	chemical-affects	LARS
CHEBI:15603	chemical-affects	LCMT1
CHEBI:15603	chemical-affects	LCMT2
CHEBI:15607	chemical-affects	ACO2
CHEBI:15640	chemical-affects	FTCD
CHEBI:15641	chemical-affects	AMT
CHEBI:15647	chemical-affects	LTB4R2
CHEBI:15647	chemical-affects	LTB4R
CHEBI:15647	chemical-affects	PPARA
CHEBI:15672	chemical-affects	ATP6V1C1
CHEBI:15672	chemical-affects	B3GAT1
CHEBI:15672	chemical-affects	DDX6
CHEBI:15672	chemical-affects	HIF1AN
CHEBI:15672	chemical-affects	TREM1
CHEBI:15698	chemical-affects	DCK
CHEBI:15698	chemical-affects	TK2
CHEBI:15702	chemical-affects	FGA
CHEBI:15702	chemical-affects	PLAUR
CHEBI:15702	chemical-affects	PLG
CHEBI:15702	chemical-affects	SERPINE1
CHEBI:15708	chemical-affects	ACO2
CHEBI:15713	chemical-affects	UCK2
CHEBI:157175	chemical-affects	TOP2A
CHEBI:15729	chemical-affects	ARG1
CHEBI:15729	chemical-affects	ARG2
CHEBI:15729	chemical-affects	GATM
CHEBI:15729	chemical-affects	OAT
CHEBI:15729	chemical-affects	OAZ1
CHEBI:15729	chemical-affects	OAZ2
CHEBI:15729	chemical-affects	OAZ3
CHEBI:15729	chemical-affects	OTC
CHEBI:15729	chemical-affects	SLC25A15
CHEBI:15729	chemical-affects	SLC25A2
CHEBI:15729	chemical-affects	SLC7A1
CHEBI:15729	chemical-affects	SLC7A2
CHEBI:15729	chemical-affects	SLC7A3
CHEBI:15729	chemical-affects	SLC7A4
CHEBI:15738	chemical-affects	CDK2
CHEBI:15738	chemical-affects	CHRM1
CHEBI:15738	chemical-affects	CSK
CHEBI:15738	chemical-affects	GSK3B
CHEBI:15738	chemical-affects	ITK
CHEBI:15738	chemical-affects	LCK
CHEBI:15738	chemical-affects	MAPKAPK2
CHEBI:15738	chemical-affects	PDPK1
CHEBI:15738	chemical-affects	PIK3CG
CHEBI:15738	chemical-affects	PIM1
CHEBI:15738	chemical-affects	PRKCQ
CHEBI:15738	chemical-affects	SYK
CHEBI:15738	chemical-affects	ZAP70
CHEBI:15741	chemical-affects	ALDH5A1
CHEBI:15741	chemical-affects	ASPH
CHEBI:15741	chemical-affects	BBOX1
CHEBI:15741	chemical-affects	HSD17B6
CHEBI:15741	chemical-affects	OXCT1
CHEBI:15741	chemical-affects	OXCT2
CHEBI:15741	chemical-affects	P3H1
CHEBI:15741	chemical-affects	P3H2
CHEBI:15741	chemical-affects	P3H3
CHEBI:15741	chemical-affects	P4HA1
CHEBI:15741	chemical-affects	P4HA2
CHEBI:15741	chemical-affects	PLOD1
CHEBI:15741	chemical-affects	PLOD3
CHEBI:15741	chemical-affects	SDHA
CHEBI:15741	chemical-affects	SDHB
CHEBI:15741	chemical-affects	SDHC
CHEBI:15741	chemical-affects	SDHD
CHEBI:15741	chemical-affects	SLC13A1
CHEBI:15741	chemical-affects	SLC13A2
CHEBI:15741	chemical-affects	SLC13A3
CHEBI:15741	chemical-affects	SLC25A10
CHEBI:15741	chemical-affects	SUCLA2
CHEBI:15741	chemical-affects	SUCLG1
CHEBI:15741	chemical-affects	SUCLG2
CHEBI:15741	chemical-affects	SUCNR1
CHEBI:15741	chemical-affects	TMLHE
CHEBI:15746	chemical-affects	ADRB1
CHEBI:15746	chemical-affects	ADRB2
CHEBI:15746	chemical-affects	CASR
CHEBI:15746	chemical-affects	ODC1
CHEBI:15746	chemical-affects	SMOX
CHEBI:15746	chemical-affects	SMS
CHEBI:15756	chemical-affects	CYP2C8
CHEBI:15756	chemical-affects	HNF4G
CHEBI:15756	chemical-affects	LALBA
CHEBI:15756	chemical-affects	PAEP
CHEBI:15756	chemical-affects	PMP2
CHEBI:15756	chemical-affects	PPARA
CHEBI:15756	chemical-affects	PPT1
CHEBI:15756	chemical-affects	RHO
CHEBI:15756	chemical-affects	SEC14L2
CHEBI:15756	chemical-affects	TRAPPC3
CHEBI:15765	chemical-affects	DRD1
CHEBI:15765	chemical-affects	DRD2
CHEBI:15765	chemical-affects	DRD3
CHEBI:15765	chemical-affects	DRD4
CHEBI:15765	chemical-affects	DRD5
CHEBI:15768	chemical-affects	IYD
CHEBI:15768	chemical-affects	PKIA
CHEBI:15768	chemical-affects	PRKACA
CHEBI:15768	chemical-affects	PRSS1
CHEBI:15784	chemical-affects	GNPDA1
CHEBI:15792	chemical-affects	SDF2
CHEBI:15811	chemical-affects	CFTR
CHEBI:15811	chemical-affects	KCNC4
CHEBI:15811	chemical-affects	PDPK1
CHEBI:15811	chemical-affects	PIM1
CHEBI:15811	chemical-affects	PRKACA
CHEBI:15811	chemical-affects	PRKCQ
CHEBI:15811	chemical-affects	PYGL
CHEBI:15811	chemical-affects	PYGM
CHEBI:15811	chemical-affects	REG1A
CHEBI:15811	chemical-affects	RHO
CHEBI:15811	chemical-affects	SERPINB3
CHEBI:15811	chemical-affects	SMAD2
CHEBI:15811	chemical-affects	TAOK2
CHEBI:15816	chemical-affects	CKM
CHEBI:15831	chemical-affects	FDPS
CHEBI:15831	chemical-affects	FNTA
CHEBI:15831	chemical-affects	FNTB
CHEBI:15831	chemical-affects	GGPS1
CHEBI:15831	chemical-affects	PGGT1B
CHEBI:15831	chemical-affects	RABGGTA
CHEBI:15831	chemical-affects	RABGGTB
CHEBI:15837	chemical-affects	REN
CHEBI:15843	chemical-affects	NR1H4
CHEBI:15843	chemical-affects	PPARA
CHEBI:15843	chemical-affects	PTGS1
CHEBI:15843	chemical-affects	RXRA
CHEBI:15851	chemical-affects	GRIA2
CHEBI:15854	chemical-affects	GP9
CHEBI:15854	chemical-affects	KCNN4
CHEBI:15882	chemical-affects	ALB
CHEBI:15891	chemical-affects	GABBR1
CHEBI:15891	chemical-affects	GABRA1
CHEBI:15891	chemical-affects	GABRA2
CHEBI:15891	chemical-affects	GABRA3
CHEBI:15891	chemical-affects	GABRA4
CHEBI:15891	chemical-affects	GABRA5
CHEBI:15891	chemical-affects	GABRA6
CHEBI:15891	chemical-affects	GABRB1
CHEBI:15891	chemical-affects	GABRB2
CHEBI:15891	chemical-affects	GABRB3
CHEBI:15891	chemical-affects	GABRD
CHEBI:15891	chemical-affects	GABRE
CHEBI:15891	chemical-affects	GABRG1
CHEBI:15891	chemical-affects	GABRG2
CHEBI:15891	chemical-affects	GABRG3
CHEBI:15891	chemical-affects	GABRP
CHEBI:15891	chemical-affects	GABRQ
CHEBI:15891	chemical-affects	GLRA1
CHEBI:15891	chemical-affects	GLRA2
CHEBI:15891	chemical-affects	GLRA3
CHEBI:15891	chemical-affects	GRIN2B
CHEBI:15903	chemical-affects	AMY1A
CHEBI:15903	chemical-affects	AMY1B
CHEBI:15903	chemical-affects	AMY1C
CHEBI:15903	chemical-affects	AMY2A
CHEBI:15903	chemical-affects	AMY2B
CHEBI:15903	chemical-affects	GCK
CHEBI:15903	chemical-affects	GLT6D1
CHEBI:15903	chemical-affects	GNPDA1
CHEBI:15903	chemical-affects	HK1
CHEBI:15903	chemical-affects	IFNB1
CHEBI:15903	chemical-affects	KRTAP5-2
CHEBI:15903	chemical-affects	KRTAP5-3
CHEBI:15903	chemical-affects	LCTL
CHEBI:15903	chemical-affects	LGALS2
CHEBI:15903	chemical-affects	LGALS7B
CHEBI:15903	chemical-affects	LGALS7
CHEBI:15903	chemical-affects	MB
CHEBI:15903	chemical-affects	NCAN
CHEBI:15903	chemical-affects	NUDT9
CHEBI:15903	chemical-affects	PTGS1
CHEBI:15903	chemical-affects	PYGL
CHEBI:15903	chemical-affects	PYGM
CHEBI:15903	chemical-affects	SFTPD
CHEBI:15903	chemical-affects	SIGLEC1
CHEBI:15903	chemical-affects	SMARCA5
CHEBI:15919	chemical-affects	ADSSL1
CHEBI:15939	chemical-affects	CASP3
CHEBI:15939	chemical-affects	HSD11B1
CHEBI:15939	chemical-affects	LPL
CHEBI:15939	chemical-affects	NFKB1
CHEBI:15939	chemical-affects	NFKB2
CHEBI:15939	chemical-affects	TNF
CHEBI:15940	chemical-affects	HCAR2
CHEBI:15940	chemical-affects	HCAR3
CHEBI:15940	chemical-affects	NNMT
CHEBI:15940	chemical-affects	QPRT
CHEBI:15946	chemical-affects	FBP1
CHEBI:15946	chemical-affects	GPI
CHEBI:15946	chemical-affects	PFKFB1
CHEBI:15946	chemical-affects	PFKFB4
CHEBI:15949	chemical-affects	EEF2
CHEBI:15956	chemical-affects	ACACA
CHEBI:15956	chemical-affects	ACACB
CHEBI:15956	chemical-affects	HLCS
CHEBI:15956	chemical-affects	MCCC1
CHEBI:15956	chemical-affects	MCCC2
CHEBI:15956	chemical-affects	PCCA
CHEBI:15956	chemical-affects	PCCB
CHEBI:15956	chemical-affects	PC
CHEBI:15956	chemical-affects	SLC5A6
CHEBI:15971	chemical-affects	HAL
CHEBI:15971	chemical-affects	HARS
CHEBI:15971	chemical-affects	HDC
CHEBI:15971	chemical-affects	SLC38A3
CHEBI:15978	chemical-affects	ALDOB
CHEBI:15978	chemical-affects	PFKFB1
CHEBI:15994	chemical-affects	HSD17B1
CHEBI:15996	chemical-affects	ADSSL1
CHEBI:15996	chemical-affects	ARF1
CHEBI:15996	chemical-affects	GLUD1
CHEBI:15996	chemical-affects	HRAS
CHEBI:15996	chemical-affects	PFKFB1
CHEBI:15996	chemical-affects	RAB5A
CHEBI:15996	chemical-affects	RAP2A
CHEBI:15996	chemical-affects	RHEB
CHEBI:15996	chemical-affects	RND3
CHEBI:15996	chemical-affects	UCKL1
CHEBI:15999	chemical-affects	F2
CHEBI:15999	chemical-affects	MIF
CHEBI:16000	chemical-affects	ANXA3
CHEBI:160129	chemical-affects	PNMT
CHEBI:16015	chemical-affects	AADAT
CHEBI:16015	chemical-affects	AASS
CHEBI:16015	chemical-affects	ABAT
CHEBI:16015	chemical-affects	ALDH18A1
CHEBI:16015	chemical-affects	ASNS
CHEBI:16015	chemical-affects	BCAT1
CHEBI:16015	chemical-affects	BCAT2
CHEBI:16015	chemical-affects	CPQ
CHEBI:16015	chemical-affects	DNPEP
CHEBI:16015	chemical-affects	EARS2
CHEBI:16015	chemical-affects	ENPEP
CHEBI:16015	chemical-affects	EPRS
CHEBI:16015	chemical-affects	FOLH1
CHEBI:16015	chemical-affects	FPGS
CHEBI:16015	chemical-affects	FTCD
CHEBI:16015	chemical-affects	GAD1
CHEBI:16015	chemical-affects	GAD2
CHEBI:16015	chemical-affects	GATB
CHEBI:16015	chemical-affects	GCLC
CHEBI:16015	chemical-affects	GCLM
CHEBI:16015	chemical-affects	GGCX
